Word,N_CBOI_raters,CBOI_Mean,CBOI_SD
time,24,2.666666667,2.057154359
twinkle,24,2.666666667,1.948615265
underline,24,2.666666667,1.857222486
wrecked,33,2.666666667,2.116404183
putting,47,2.659574468,2.248444832
from,29,2.655172414,2.02265494
model,29,2.655172414,1.895028497
works,29,2.655172414,2.12595965
ape,26,2.653846154,1.695695909
attention,26,2.653846154,1.917129264
cutter,26,2.653846154,1.695695909
graveyard,26,2.653846154,1.719123211
tailor,26,2.653846154,2.077350383
shady,49,2.653061224,2.087173332
canal,23,2.652173913,1.96812545
college,23,2.652173913,2.080399779
dugout,23,2.652173913,1.773765785
everyday,23,2.652173913,1.96812545
stole,23,2.652173913,1.640639999
codfish,34,2.647058824,1.967652854
all,31,2.64516129,1.992458901
tomorrow,31,2.64516129,2.331643013
daily,45,2.644444444,2.133664747
nasty,28,2.642857143,1.870121519
spoil,28,2.642857143,1.54474703
blacksmith,25,2.64,1.868154169
downward,25,2.64,1.410673598
fought,25,2.64,1.823001189
mysterious,25,2.64,1.868154169
success,25,2.64,1.997498436
thousand,25,2.64,2.018250067
year,25,2.64,2.430363484
pointed,33,2.636363636,2.088931871
with,44,2.636363636,2.125054408
flapped,30,2.633333333,1.751518225
takes,30,2.633333333,1.991072027
wore,30,2.633333333,1.973677354
arch,27,2.62962963,1.800601356
how,27,2.62962963,2.13303951
rude,27,2.62962963,1.821836524
sense,27,2.62962963,1.983550588
still,27,2.62962963,1.644294287
early,24,2.625,1.906795628
flow,24,2.625,1.995919751
great,32,2.625,1.946875081
sixty,24,2.625,1.837117307
chum,26,2.615384615,2.246364584
crop,26,2.615384615,1.745323422
gave,26,2.615384615,1.856381924
grind,26,2.615384615,1.940658096
who,26,2.615384615,2.041115834
pleasure,31,2.612903226,1.838068177
handsome,23,2.608695652,2.016728459
thump,23,2.608695652,1.852249994
typewriter,46,2.608695652,1.994194473
umpire,23,2.608695652,2.083247693
important,28,2.607142857,2.148889217
come,33,2.606060606,2.221196101
gallop,43,2.604651163,1.989729999
approve,25,2.6,1.732050808
conductor,25,2.6,1.892969449
fourteen,25,2.6,2.121320344
lost,25,2.6,2.254624876
many,30,2.6,2.044336162
opposite,35,2.6,1.912805147
receiver,25,2.6,1.957890021
bay,27,2.592592593,1.80297317
bonnet,27,2.592592593,2.042985358
guard,27,2.592592593,2.080296933
raise,49,2.591836735,2.169085515
rise,34,2.588235294,1.689856495
herd,46,2.586956522,1.915737015
reporter,29,2.586206897,1.701202125
sewn,29,2.586206897,1.763058248
sure,29,2.586206897,1.899572158
afterwards,24,2.583333333,1.767254482
answer,24,2.583333333,1.909169331
describe,24,2.583333333,1.767254482
perform,36,2.583333333,1.841970994
thin,36,2.583333333,1.778843926
treatment,36,2.583333333,2.143095225
next,31,2.580645161,2.141248756
overhead,31,2.580645161,1.58690881
belong,26,2.576923077,2.023325519
cast,26,2.576923077,1.677452281
earn,26,2.576923077,1.858452624
narrow,26,2.576923077,1.447012838
plus,26,2.576923077,1.921938124
soldier,26,2.576923077,2.003458548
temper,26,2.576923077,1.770267255
tricky,26,2.576923077,1.879852695
shook,33,2.575757576,1.968982971
rung,47,2.574468085,1.814730557
headquarters,28,2.571428571,1.894017314
loot,23,2.565217391,2.085144141
receive,23,2.565217391,1.532261755
able,32,2.5625,1.949979322
correct,32,2.5625,2.031009601
bran,25,2.56,2.042873793
excuse,25,2.56,2.001665973
lucky,25,2.56,2.161789382
taken,25,2.56,1.660321254
used,25,2.56,1.980740602
fisher,34,2.558823529,1.987707321
childhood,27,2.555555556,1.967687697
laboratory,36,2.555555556,1.680891676
matter,45,2.555555556,2.084090771
mystery,27,2.555555556,1.717183144
peaceful,27,2.555555556,2.081665999
shot,27,2.555555556,1.739436985
silent,27,2.555555556,2.207214279
charge,47,2.553191489,2.282337766
coal,29,2.551724138,2.010440728
ending,29,2.551724138,2.180861673
keeping,44,2.545454545,2.172283607
these,44,2.545454545,2.182963054
ad,24,2.541666667,2.042572263
click,24,2.541666667,1.64129235
license,24,2.541666667,1.84105751
normal,24,2.541666667,2.021174146
row,24,2.541666667,1.531670491
towards,24,2.541666667,1.84105751
actually,26,2.538461538,2.249102385
case,26,2.538461538,1.771570359
date,26,2.538461538,2.231246633
delicate,26,2.538461538,1.794007118
pinned,26,2.538461538,1.630478929
terrific,26,2.538461538,1.964296703
worse,26,2.538461538,1.475961225
hate,30,2.533333333,1.907034769
much,45,2.533333333,2.180492021
struggled,30,2.533333333,1.925031721
bob,32,2.53125,1.741048535
heap,32,2.53125,1.684547896
stall,32,2.53125,2.078839239
those,34,2.529411765,2.077809075
farther,23,2.52173913,1.97414113
halfway,23,2.52173913,1.728624393
jealous,23,2.52173913,1.754722594
pierce,23,2.52173913,2.086091718
spoke,23,2.52173913,1.647851638
stretcher,23,2.52173913,1.620032694
weigh,23,2.52173913,1.805787796
arithmetic,25,2.52,2.002498439
flop,25,2.52,1.8734994
graduation,25,2.52,1.82847842
manager,25,2.52,1.8734994
rapids,27,2.518518519,1.649484077
worry,27,2.518518519,1.96841151
distance,29,2.517241379,1.805165003
mind,33,2.515151515,2.017442876
cloudy,43,2.511627907,2.062962422
spun,47,2.510638298,1.909613442
beauty,26,2.5,1.816590212
clearing,26,2.5,1.96468827
clever,24,2.5,1.719453907
correctly,24,2.5,1.956038588
could,34,2.5,1.942350965
courage,26,2.5,1.72626765
easily,48,2.5,2.073131048
firm,32,2.5,1.83162188
further,26,2.5,1.749285568
grateful,26,2.5,1.72626765
mate,24,2.5,1.841549442
order,26,2.5,1.881488772
proper,26,2.5,1.860107524
realize,24,2.5,2.043015674
rotten,24,2.5,1.744556752
sent,32,2.5,1.545023228
swarm,30,2.5,1.717054414
thirteenth,28,2.5,2.02758751
wildcat,28,2.5,1.835856849
wade,45,2.488888889,1.632374487
period,37,2.486486486,2.008615079
successful,35,2.485714286,2.020067392
often,33,2.484848485,2.032873768
past,33,2.484848485,1.697814995
send,33,2.484848485,2.001893043
force,31,2.483870968,1.502685768
eighteen,27,2.481481481,2.045076082
puff,27,2.481481481,1.39698495
sheriff,27,2.481481481,1.805341868
total,27,2.481481481,1.805341868
yeah,27,2.481481481,2.225211664
month,25,2.48,1.661324773
refreshing,25,2.48,2.043689474
slit,25,2.48,1.82847842
where,50,2.48,2.168795396
badly,23,2.47826087,2.064187386
carve,23,2.47826087,1.620032694
lab,23,2.47826087,1.879786381
riddle,23,2.47826087,1.620032694
form,34,2.470588235,1.878672873
price,32,2.46875,2.109645667
hog,30,2.466666667,1.716719673
position,30,2.466666667,1.655363974
return,45,2.466666667,2.106267703
bossy,28,2.464285714,1.99038695
shown,28,2.464285714,1.815206199
awoke,26,2.461538462,1.94382652
concern,26,2.461538462,1.475961225
burst,24,2.458333333,1.744037461
cellar,24,2.458333333,1.693444308
crackle,24,2.458333333,1.887698545
die,24,2.458333333,2.12601212
good-looking,44,2.454545455,2.039773647
code,42,2.452380952,1.965586624
less,31,2.451612903,1.670103982
steamer,31,2.451612903,1.785846385
too,31,2.451612903,2.233662309
along,29,2.448275862,1.453719537
torn,29,2.448275862,1.784580921
about,27,2.444444444,1.928198309
mission,27,2.444444444,1.739436985
substitute,27,2.444444444,1.825741858
graph,25,2.44,1.609347694
marvelous,25,2.44,1.850225212
soar,25,2.44,1.781385229
wagged,25,2.44,2.022374842
either,23,2.434782609,1.61881233
hint,23,2.434782609,1.590485545
impatient,23,2.434782609,1.829706558
rode,23,2.434782609,1.61881233
storeroom,23,2.434782609,1.97313979
enthusiasm,30,2.433333333,1.612095089
brass,28,2.428571429,1.751794243
delight,28,2.428571429,1.874360561
double,49,2.428571429,1.947220241
beg,26,2.423076923,1.579191614
character,26,2.423076923,1.724484315
expensive,26,2.423076923,2.023325519
haul,26,2.423076923,1.792720322
knowledge,26,2.423076923,1.501281504
midnight,26,2.423076923,1.792720322
interesting,45,2.422222222,2.158375745
put,31,2.419354839,1.82161455
scout,31,2.419354839,1.945493828
being,24,2.416666667,1.691838893
chose,24,2.416666667,1.88625847
fact,24,2.416666667,1.691838893
impossible,24,2.416666667,1.88625847
liver,24,2.416666667,2.145098896
must,36,2.416666667,1.917960226
pleasant,24,2.416666667,1.585715218
rather,24,2.416666667,1.691838893
rear,24,2.416666667,1.585715218
second,24,2.416666667,1.639635873
hollow,29,2.413793103,2.096208165
that,27,2.407407407,1.926720196
as,32,2.40625,1.881306598
forty,32,2.40625,1.932061827
chemical,25,2.4,1.870828693
coldly,25,2.4,1.779513042
dam,25,2.4,1.755942292
enchanted,25,2.4,1.527525232
flash,25,2.4,1.755942292
once,25,2.4,2.140872096
troop,45,2.4,1.970233027
facing,48,2.395833333,1.83047004
onto,48,2.395833333,2.007852492
ghost,33,2.393939394,1.919299904
plop,33,2.393939394,1.9355134
whirl,28,2.392857143,1.640670272
worst,28,2.392857143,1.523623501
became,23,2.391304348,1.559111939
dying,23,2.391304348,2.016728459
explain,23,2.391304348,1.900696773
skill,23,2.391304348,1.725191173
ugly,23,2.391304348,1.751340537
trainer,36,2.388888889,2.074026832
area,26,2.384615385,1.877805593
each,26,2.384615385,1.651106855
firelight,26,2.384615385,1.601921923
nobody,26,2.384615385,1.981452459
ruin,26,2.384615385,1.76809328
to,26,2.384615385,2.079940828
extremely,29,2.379310345,1.567841854
advice,32,2.375,1.408499545
best,24,2.375,1.906795628
guts,24,2.375,1.883855898
jack,32,2.375,1.995963669
other,24,2.375,2.142986539
program,32,2.375,1.87943025
reason,24,2.375,1.837117307
vote,24,2.375,1.714706211
link,35,2.371428571,1.352246808
defend,27,2.37037037,1.547905487
likely,27,2.37037037,1.596827339
needs,27,2.37037037,1.944383393
understanding,27,2.37037037,1.522855318
chosen,46,2.369565217,2.058680221
thieves,46,2.369565217,1.704356453
till,41,2.365853659,1.728526794
necessary,47,2.361702128,1.798858719
brisk,25,2.36,1.496662955
discuss,25,2.36,1.680277755
poisonous,25,2.36,1.823001189
subject,25,2.36,1.912241268
prove,28,2.357142857,1.591977241
chance,23,2.347826087,1.668115312
meaning,23,2.347826087,1.897574903
report,23,2.347826087,1.92137961
shotgun,23,2.347826087,2.228099387
wizard,23,2.347826087,1.668115312
woolen,23,2.347826087,1.695145359
army,26,2.346153846,1.695695909
combine,26,2.346153846,1.573335506
hatch,26,2.346153846,1.547703013
instead,26,2.346153846,1.647842412
lies,26,2.346153846,1.412580835
somewhere,26,2.346153846,1.647842412
shortly,47,2.340425532,2.013828236
simply,47,2.340425532,1.856558243
experience,24,2.333333333,1.403928236
figure,24,2.333333333,1.711004451
horned,24,2.333333333,1.761093205
jumble,33,2.333333333,1.814295088
league,24,2.333333333,1.685401943
notice,27,2.333333333,1.732050808
pretty,30,2.333333333,1.971054913
sneak,27,2.333333333,1.775907135
spoiled,24,2.333333333,1.551063216
they,42,2.333333333,2.032260146
what,27,2.333333333,1.901416476
which,24,2.333333333,1.736229465
whipped,33,2.333333333,1.594260539
without,24,2.333333333,1.785610763
zone,27,2.333333333,1.754116039
clutch,46,2.326086957,1.874440335
chief,25,2.32,1.6
engaged,25,2.32,1.492201952
factories,25,2.32,1.519868415
noun,25,2.32,2.154839515
our,25,2.32,2.076053949
type,25,2.32,1.70098011
west,44,2.318181818,2.077260352
coast,29,2.310344828,1.416823617
drenched,29,2.310344828,1.692492842
cheat,26,2.307692308,1.490482627
ninth,26,2.307692308,1.715091386
possible,26,2.307692308,1.568929081
shoemaker,26,2.307692308,1.568929081
sold,26,2.307692308,1.59422033
arriving,23,2.304347826,1.635814576
barley,23,2.304347826,1.690475528
especially,23,2.304347826,1.794810261
such,23,2.304347826,1.459600898
fatter,33,2.303030303,1.610218318
aware,27,2.296296296,1.937778562
seconds,27,2.296296296,1.85668884
deserve,44,2.295454545,1.86247579
at,24,2.291666667,2.031901373
fond,24,2.291666667,1.680558051
odd,24,2.291666667,1.545798419
stillness,24,2.291666667,1.517411029
mayor,31,2.290322581,1.81095828
angel,28,2.285714286,1.739670954
dusk,35,2.285714286,1.525690366
although,32,2.28125,1.782248942
assembly,25,2.28,1.646207763
brand,25,2.28,1.744515214
inner,25,2.28,1.620699437
kingdom,25,2.28,1.594783162
resist,25,2.28,1.594783162
their,25,2.28,1.4
lean,33,2.272727273,1.736964437
gap,26,2.269230769,1.372812946
study,26,2.269230769,1.638479595
warn,26,2.269230769,1.401647382
every,30,2.266666667,1.928610959
ridge,30,2.266666667,1.484014437
university,34,2.264705882,1.657102684
knowing,23,2.260869565,1.839401862
sum,23,2.260869565,1.912100019
supposed,23,2.260869565,1.763709709
upside,23,2.260869565,1.763709709
nowhere,27,2.259259259,1.558909693
riches,27,2.259259259,1.76706172
tenth,27,2.259259259,1.831195335
route,31,2.258064516,1.861321071
tack,31,2.258064516,1.632334564
had,47,2.255319149,1.972287186
borrow,24,2.25,1.823756277
instant,28,2.25,1.734721666
major,32,2.25,1.967477507
north,44,2.25,1.906232129
peep,36,2.25,1.872736729
red-faced,24,2.25,1.567329493
sometime,24,2.25,1.799758438
theirs,24,2.25,1.35934767
were,24,2.25,1.893926219
flicker,33,2.242424242,1.768302559
avalanche,29,2.24137931,1.805847099
cruel,25,2.24,1.479864859
dipper,25,2.24,1.71464282
lazy,25,2.24,1.588500341
poetry,25,2.24,1.809235566
seen,25,2.24,1.562049935
upon,25,2.24,1.562049935
clearly,46,2.239130435,1.740814402
act,34,2.235294118,1.538571229
mild,30,2.233333333,1.59056124
prisoner,30,2.233333333,1.675036455
ends,26,2.230769231,1.817860111
resources,26,2.230769231,1.704293221
usual,26,2.230769231,1.750604291
terribly,48,2.229166667,1.753289714
mend,284,2.228873239,1.563862256
lad,44,2.227272727,1.789681489
someday,31,2.225806452,1.564388644
carrier,27,2.222222222,1.625123269
horrible,27,2.222222222,1.967687697
jail,27,2.222222222,2.081665999
perch,27,2.222222222,1.694637091
was,27,2.222222222,1.804552647
engineer,32,2.21875,1.773176028
unwilling,32,2.21875,1.773176028
AM,23,2.217391304,1.832944024
disturb,23,2.217391304,1.53612623
eyed,23,2.217391304,1.704446637
fail,23,2.217391304,1.756973683
touchdown,23,2.217391304,1.565436963
when,23,2.217391304,1.953005184
solo,28,2.214285714,1.728993346
tide,28,2.214285714,1.685606669
aboard,24,2.208333333,1.768791449
drown,24,2.208333333,1.413572922
section,24,2.208333333,1.667572218
victory,24,2.208333333,1.559798389
wise,24,2.208333333,1.64129235
rudder,29,2.206896552,1.878055802
sprang,29,2.206896552,1.76026196
though,29,2.206896552,1.63399839
ideal,44,2.204545455,1.95982374
application,25,2.2,1.658312395
jazz,45,2.2,1.546256476
none,25,2.2,2.081665999
of,30,2.2,1.827000557
operation,45,2.2,1.603972342
tremble,30,2.2,1.562491379
weave,25,2.2,1.779513042
whipping,30,2.2,1.749876843
whirlwind,25,2.2,1.683250823
bravery,46,2.195652174,1.771622799
age,26,2.192307692,1.897771973
gotta,26,2.192307692,1.649708599
lent,26,2.192307692,1.697509488
lit,26,2.192307692,1.855138394
one-fourth,26,2.192307692,2.172910137
will,26,2.192307692,2.059499566
gloomy,27,2.185185185,1.387777333
noon,27,2.185185185,1.594148845
rescue,27,2.185185185,1.494529436
whatever,27,2.185185185,1.754927941
robber,34,2.176470588,1.566129919
quit,23,2.173913043,1.72289856
restless,23,2.173913043,1.302172098
trot,23,2.173913043,1.641844138
does,29,2.172413793,1.649003282
almost,24,2.166666667,1.736229465
dragon,30,2.166666667,2.052472577
eighty,30,2.166666667,1.782739723
happen,24,2.166666667,1.761093205
skinny,24,2.166666667,1.632993162
sooner,24,2.166666667,1.578845662
apart,31,2.161290323,1.714580108
chops,25,2.16,1.650252506
main,25,2.16,1.462873884
naturally,25,2.16,1.434108318
outline,25,2.16,1.724335621
servant,25,2.16,1.624807681
glee,44,2.159090909,1.655760653
goblin,45,2.155555556,1.795898807
daring,26,2.153846154,1.155588428
preacher,26,2.153846154,1.689788334
until,26,2.153846154,1.61721508
winding,26,2.153846154,1.759370517
forecast,27,2.148148148,1.459813047
poet,27,2.148148148,1.769478491
unusual,27,2.148148148,1.610152972
weakly,27,2.148148148,1.586086226
whenever,34,2.147058824,1.500148537
by,28,2.142857143,1.603567451
happening,30,2.133333333,1.525266135
free,23,2.130434783,1.740019536
golden,23,2.130434783,1.575504186
poison,23,2.130434783,1.546384282
service,23,2.130434783,1.486434044
swear,23,2.130434783,1.713697433
sympathy,23,2.130434783,1.455533261
employer,24,2.125,1.596531567
interview,24,2.125,1.329023833
port,24,2.125,1.776966149
power,24,2.125,1.423788577
saving,24,2.125,1.676240618
skinned,24,2.125,1.62353613
aid,283,2.120141343,1.597776818
course,25,2.12,1.480990659
forever,25,2.12,1.641137817
luck,25,2.12,1.563116545
mostly,25,2.12,1.36381817
nick,25,2.12,1.53622915
relief,25,2.12,1.615549442
mention,42,2.119047619,1.564895087
dawn,26,2.115384615,1.531715981
halt,26,2.115384615,1.681116845
speck,26,2.115384615,1.796149728
tone,35,2.114285714,1.450586668
bet,27,2.111111111,1.625123269
jackal,27,2.111111111,1.846687957
fuss,46,2.108695652,1.63609645
might,29,2.103448276,1.759562194
moment,29,2.103448276,1.566270082
numb,29,2.103448276,1.566270082
troubled,32,2.09375,1.467043879
prison,43,2.093023256,1.615607707
mighty,33,2.090909091,1.486683313
consider,23,2.086956522,1.59296874
furiously,23,2.086956522,1.59296874
slim,46,2.086956522,1.616939317
splendid,23,2.086956522,1.411415907
then,23,2.086956522,1.649050511
acre,24,2.083333333,1.585715218
are,24,2.083333333,1.931808494
chap,24,2.083333333,1.717345441
exactly,24,2.083333333,1.501207244
risk,24,2.083333333,1.471960144
vapor,24,2.083333333,1.248187091
against,25,2.08,1.800925688
spirit,25,2.08,1.705872211
stubborn,25,2.08,1.222020185
title,25,2.08,1.846618531
among,26,2.076923077,1.521133181
fortune,26,2.076923077,1.718675698
gully,26,2.076923077,1.622912861
maid,26,2.076923077,1.622912861
perhaps,26,2.076923077,1.293772064
ridden,40,2.075,1.759771256
fair,27,2.074074074,1.615452447
letting,27,2.074074074,1.639088066
mill,27,2.074074074,1.685365195
strain,29,2.068965517,1.437533465
just,44,2.068181818,1.835030286
meant,30,2.066666667,1.484014437
punish,31,2.064516129,1.236540439
faraway,33,2.060606061,1.619015788
have to,20,2.05,1.605090586
aside,41,2.048780488,1.716846229
junior,23,2.043478261,1.664557295
navy,23,2.043478261,1.965110704
bless,24,2.041666667,1.966660526
common,24,2.041666667,1.545798419
dare,24,2.041666667,1.706233244
deal,24,2.041666667,1.39810949
having,24,2.041666667,1.267629306
if,24,2.041666667,1.781039429
itself,24,2.041666667,1.654484464
northern,24,2.041666667,1.39810949
certainly,25,2.04,1.567375726
is,25,2.04,1.619670748
senor,25,2.04,2.030599255
so,25,2.04,1.4571662
steady,25,2.04,1.767295486
robbery,26,2.038461538,1.509457366
verb,26,2.038461538,1.886388491
million,27,2.037037037,1.720498172
sped,27,2.037037037,1.697996138
very,28,2.035714286,1.598196735
adopt,29,2.034482759,1.72135243
famous,29,2.034482759,1.451175844
kill,30,2.033333333,1.938419785
seems,30,2.033333333,1.449930636
agent,31,2.032258065,1.516220542
also,34,2.029411765,1.93038376
rehearse,46,2.02173913,1.794920369
beaten,23,2,1.348399725
been,24,2,1.769303474
brag,24,2,1.532261755
current,33,2,1.369306394
dumb,29,2,1.309307341
hers,23,2,1.651445648
hire,24,2,1.38312815
history,45,2,1.58113883
lately,29,2,1.511857892
lazily,23,2,1.930614598
nearly,31,2,1.290994449
nerve,25,2,1.322875656
paid,25,2,1.58113883
personal,28,2,1.305260014
pollute,27,2,1.358732441
rare,25,2,1.58113883
recall,23,2,1.348399725
rob,27,2,1.176696811
setting,26,2,1.6
wherever,27,2,1.568929081
spare,284,1.978873239,1.451054496
blues,36,1.972222222,1.275843947
somehow,35,1.971428571,1.403477075
gotten,33,1.96969697,1.811160686
ghostly,32,1.96875,1.3792091
knew,32,1.96875,1.469789869
studied,31,1.967741935,1.471594848
probably,30,1.966666667,1.629117242
sometimes,30,1.966666667,1.519603699
heading,27,1.962962963,1.315045524
however,27,1.962962963,1.427248064
least,26,1.961538462,1.370569786
ray,49,1.959183673,1.593727074
cure,24,1.958333333,1.82921144
led,24,1.958333333,1.39810949
soul,24,1.958333333,1.301476308
blame,23,1.956521739,1.397343612
cost,23,1.956521739,1.744556752
known,23,1.956521739,1.330695678
lively,23,1.956521739,1.429502802
sox,46,1.956521739,2.086533774
years,23,1.956521739,1.795911034
statement,30,1.933333333,1.680175141
anxious,28,1.928571429,1.303231637
awful,28,1.928571429,1.412341671
willing,27,1.925925926,1.356634011
doubt,283,1.925795053,1.365015907
avenue,26,1.923076923,1.494605685
essay,26,1.923076923,1.874525581
faint,26,1.923076923,1.324328567
lend,26,1.923076923,1.467598771
naming,26,1.923076923,1.440085468
suppose,26,1.923076923,1.440085468
tar,26,1.923076923,1.787133502
furious,25,1.92,1.411854572
landlord,25,1.92,1.441064421
south,25,1.92,1.469693846
alongside,24,1.916666667,1.585715218
axle,24,1.916666667,1.529895327
eldest,24,1.916666667,1.529895327
starve,24,1.916666667,1.471960144
admit,23,1.913043478,1.474419562
capital,23,1.913043478,1.564174004
during,23,1.913043478,1.378834932
thought,23,1.913043478,1.806881882
general,45,1.911111111,1.443200708
flare,28,1.892857143,1.257254084
orphan,28,1.892857143,1.571488695
overboard,28,1.892857143,1.474205014
central,27,1.888888889,1.310705428
cigar,27,1.888888889,1.086041979
corporal,27,1.888888889,1.846687957
poorly,27,1.888888889,1.450022104
stale,27,1.888888889,1.476308633
would,45,1.888888889,1.748014747
gabby,26,1.884615385,1.4512594
owe,26,1.884615385,1.306198242
plot,26,1.884615385,1.531715981
awhile,25,1.88,1.332916602
beam,25,1.88,1.268857754
dull,25,1.88,1.30128142
loaded,25,1.88,1.452583905
pure,25,1.88,1.480990659
somewhat,25,1.88,1.201388086
whaling,25,1.88,1.452583905
anyway,33,1.878787879,1.798568454
butcher,24,1.875,1.075922254
deaf,24,1.875,1.261899879
fleet,24,1.875,1.727337735
frisky,24,1.875,1.512628004
headlines,24,1.875,1.295896534
moan,24,1.875,1.512628004
partly,24,1.875,1.295896534
bold,31,1.870967742,1.499820778
rid,23,1.869565217,1.455533261
anyhow,30,1.866666667,1.407696415
majesty,44,1.863636364,1.706225388
skipper,29,1.862068966,1.574895414
war,29,1.862068966,1.328913034
slightly,27,1.851851852,1.536822489
ago,26,1.846153846,1.541228281
funeral,26,1.846153846,1.255143265
stupid,26,1.846153846,1.713296418
compare,44,1.840909091,1.363019593
master,25,1.84,1.374772708
stagecoach,25,1.84,1.572683482
tramp,25,1.84,1.795364401
churn,31,1.838709677,1.5076864
evil,31,1.838709677,1.462800378
alike,24,1.833333333,1.372609912
election,30,1.833333333,1.440386283
lonesome,24,1.833333333,1.578845662
state,48,1.833333333,1.548277469
barge,29,1.827586207,1.002460028
else,23,1.826086957,1.613921647
fairly,23,1.826086957,1.154129893
graduate,23,1.826086957,0.984062725
guilty,23,1.826086957,1.302172098
tender,23,1.826086957,1.370208143
watchman,23,1.826086957,1.154129893
worth,23,1.826086957,1.230379613
dimly,28,1.821428571,1.248808956
equator,28,1.821428571,1.44154165
cause,27,1.814814815,1.110683678
council,27,1.814814815,1.494529436
plump,27,1.814814815,1.210118781
shall,27,1.814814815,1.331194866
stock,27,1.814814815,1.494529436
wicked,27,1.814814815,1.442141491
manage,43,1.813953488,1.435200566
devil,47,1.808510638,1.512819106
honor,26,1.807692308,1.233506571
poor,26,1.807692308,1.166849802
cheap,31,1.806451613,1.424063548
inch,31,1.806451613,1.249516035
lawyer,31,1.806451613,1.249516035
foolish,36,1.805555556,1.11661336
commander,46,1.804347826,1.454793841
cheating,25,1.8,1.190238071
way,25,1.8,1.190238071
colony,49,1.795918367,1.513544293
and,24,1.791666667,1.667572218
gonna,24,1.791666667,1.215092291
intend,24,1.791666667,1.350657382
level,24,1.791666667,1.284664283
sixteen,24,1.791666667,1.531670491
keeper,46,1.782608696,1.604341935
dazzling,27,1.777777778,1.339728254
regular,27,1.777777778,1.476308633
dwarf,31,1.774193548,1.14628901
woodman,46,1.760869565,1.60810147
musket,25,1.76,1.690167645
since,25,1.76,1.267543556
indeed,24,1.75,1.224744871
surely,24,1.75,1.113162358
thousands,24,1.75,1.259744626
tribe,32,1.75,1.077631812
whether,24,1.75,1.188715053
whoever,24,1.75,1.259744626
darling,27,1.740740741,1.163304067
grand,27,1.740740741,0.984205755
harmless,27,1.740740741,1.258588727
seldom,27,1.740740741,1.456882673
shilling,27,1.740740741,1.403089794
apiece,23,1.739130435,1.388831795
ashore,23,1.739130435,1.421183607
costs,23,1.739130435,0.963770592
fellow,46,1.739130435,1.389400872
freedom,23,1.739130435,1.321754733
guilt,23,1.739130435,1.136877354
hind,46,1.739130435,1.451968512
rover,42,1.738095238,1.380341488
glorious,30,1.733333333,1.112106834
admiral,26,1.730769231,1.756307315
murder,26,1.730769231,1.588903831
original,29,1.724137931,1.386067194
tame,25,1.72,1.137248141
judge,284,1.714788732,1.111929986
claim,28,1.714285714,1.083791112
haunted,28,1.714285714,1.301200097
heave,24,1.708333333,1.041702898
worthless,24,1.708333333,1.041702898
burro,27,1.703703704,1.488799589
streak,27,1.703703704,1.170628195
coward,26,1.692307692,1.225372785
judgment,26,1.692307692,1.40767129
swell,26,1.692307692,1.225372785
tobacco,44,1.681818182,1.459097001
old-fashioned,47,1.680851064,1.461184495
editor,25,1.68,1.375984496
shame,25,1.68,0.988264472
than,25,1.68,1.492201952
ordinary,28,1.678571429,1.123933945
bargain,27,1.666666667,1.109400392
bobbed,24,1.666666667,1.464557113
broad,24,1.666666667,1.239448218
hardly,27,1.666666667,1.14354375
settlement,24,1.666666667,1.274044115
ought,32,1.65625,1.450458771
fury,29,1.655172414,1.110851092
court,26,1.653846154,1.164209867
dear,26,1.653846154,1.129329277
purpose,26,1.653846154,1.263085356
deny,23,1.652173913,0.934621734
unit,46,1.652173913,1.139539699
blast,31,1.64516129,1.141589158
ever,28,1.642857143,1.339272487
killer,28,1.642857143,1.44566493
unless,28,1.642857143,1.095928009
even,25,1.64,1.577973384
except,44,1.636363636,1.464159559
national,44,1.636363636,1.080286549
victor,46,1.630434783,1.372081884
patrol,27,1.62962963,1.181529262
whose,27,1.62962963,1.471476186
beyond,24,1.625,1.095941128
mournful,24,1.625,1.345281609
pollution,24,1.625,0.923721208
tanner,28,1.607142857,1.370030703
drunk,283,1.600706714,1.323384682
roger,25,1.6,1.5
system,25,1.6,1
old-time,27,1.592592593,1.337600011
rent,27,1.592592593,1.083415513
jinx,29,1.586206897,1.637010371
queer,29,1.586206897,0.945562621
law,24,1.583333333,1.059805834
paragraph,31,1.580645161,1.148163564
blur,26,1.576923077,1.064822123
cowardly,26,1.576923077,1.270372447
slave,33,1.575757576,1.225517825
native,30,1.566666667,0.858359837
steeple,30,1.566666667,0.935260736
express,23,1.565217391,1.236787884
fool,23,1.565217391,1.160959124
rally,25,1.56,0.916515139
foreman,34,1.558823529,1.159706767
pale,27,1.555555556,0.933699562
pity,27,1.555555556,0.891555828
settle,29,1.551724138,1.088452601
wanna,24,1.541666667,1.141287094
madman,26,1.538461538,0.859337849
estate,28,1.535714286,1.137969044
pox,32,1.53125,1.413857113
while,23,1.52173913,1.038773981
an,25,1.52,1.262273082
lemme,25,1.52,0.918331821
derby,29,1.517241379,1.089583461
profit,29,1.517241379,1.021927089
pueblo,29,1.517241379,1.213633554
shift,33,1.515151515,0.972150069
academy,28,1.5,1.427248064
dale,26,1.5,1.334166406
grace,24,1.5,1.318760947
homer,26,1.5,1.067707825
lame,26,1.5,0.989949494
per,26,1.5,0.948683298
pneumonia,28,1.5,1.071516751
sir,24,1.5,1.215837518
tend,24,1.5,0.834057656
uneasily,48,1.5,1.110874679
whom,26,1.5,0.989949494
